Maternal ID,Pair ID,Thelier Stage,Day of Gestation,Slide ID,Process # ,ROI Label,Cyto Lining Decidual Vasculature?,>90% Cyto Coverage?,ZO-1 Collar?,"Has ""classic"" collar?",Vasculature+Collar Area,Vasculature Area,Collar Area,Mcherry Collar Intensity V+BA_Int,Mcherry Collar Intensity V+BA_Raw,Mcherry Collar Intensity VA_Int,Mcherry Collar Intensity VA_Raw,Mcherry Collar Intensity BA_Int,Mcherry Collar Intensity BA_Raw,GFP Collar Intensity V+BA_Int,GFP Collar Intensity V+BA_Raw,GFP Collar Intensity VA_Int,GFP Collar Intensity VA_Raw,GFP Collar Intensity BA_Int,GFP Collar Intensity BA_Int,Notes/Observations,
KG5J15,PT-B3,26,21.5,1.5C,2164,V2,0,0,0,0,,3137.845,0,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,1.5C,2164,V3,0,0,0,0,,6455.237,0,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,1.5C,2164,V4,1,0,0,0,,14278.565,0,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,3.5F,2109,V1,1,0,0,0,,9740.175,0,,,,,0,0,,,,,0,0,*larger vasculature present but incomplete (torn) ,
KG5J15,PT-B3,26,21.5,3.5F,2109,V2,1,0,0,0,,12747.364,0,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,3.5F,2109,V3,1,0,0,0,,54406.316,0,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,3.5F,2109,V4,1,0,0,0,,462665.476,0,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,3.5F,2109,V5,1,0,0,0,,57048.512,0,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,3.5F,2110,V1,1,0,0,0,,98664.474,0,,,,,0,0,,,,,0,0,*larger vasculature present but incomplete (torn),
KG5J15,PT-B3,26,21.5,3.5F,2110,V2,1,1,1,0,89302.779,30026.376,59276.403,12279095.93,29133964,1387207.436,3291354,10891888.5,25842610,2757508.862,6542596,388058.939,920727,2369449.923,6542596,,
KG5J15,PT-B3,26,21.5,3.5F,2110,V3,0,0,1,0,29487.737,12040.559,17447.178,3688009.567,8750346,526927.872,1250214,3161081.695,7500132,424231.192,1006551,96345.546,228594,327885.646,777957,,
KG5J15,PT-B3,26,21.5,3.5F,2110,V4,1,0,0,0,,339022.574,,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,3.5F,2110,V5,1,0,1,0,37292.521,8182.843,29109.678,6141317.719,14571181,443986.762,1053424,5697330.957,13517757,1821540.425,4321873,110654.457,262544,1710885.968,4059329,,
KG5J15,PT-B3,26,21.5,3.5F,2111,V1,1,0,0,0,,84024.709,0,,,,,0,0,,,,,0,0,,
KG5J15,PT-B3,26,21.5,3.5F,2111,V2,1,0,0,0,,348582.781,0,,,,,0,0,,,,,0,0,,
KG5J15,PT-B3,26,21.5,3.5F,2111,V3,0,0,0,0,,20319.497,0,,,,,0,0,,,,,0,0,,
KG5J15,PT-B3,26,21.5,3.5F,2111,V4,1,1,0,0,,13057.145,0,,,,,0,0,,,,,0,0,,
KG5J15,PT-B3,26,21.5,3.5F,2111,V5,1,0,0,0,,10030.568,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
,,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,
