"","X","Tag.ID","HoursFromConcRounded","MinCorr","Temp","concDate","minsFromConcRounded","DT","altMinsFrom","Tag.ID_167DB5CB","HoursFromConcRounded_167DB5CB","MinCorr_167DB5CB","Temp_167DB5CB","concDate_167DB5CB","minsFromConcRounded_167DB5CB","DT_167DB5CB","Tag.ID_167DC76A","HoursFromConcRounded_167DC76A","MinCorr_167DC76A","Temp_167DC76A","concDate_167DC76A","minsFromConcRounded_167DC76A","DT_167DC76A","Tag.ID_16804A25","HoursFromConcRounded_16804A25","MinCorr_16804A25","Temp_16804A25","concDate_16804A25","minsFromConcRounded_16804A25","DT_16804A25","Tag.ID_167F8B96","HoursFromConcRounded_167F8B96","MinCorr_167F8B96","Temp_167F8B96","concDate_167F8B96","minsFromConcRounded_167F8B96","DT_167F8B96","Tag.ID_167DAA18","HoursFromConcRounded_167DAA18","MinCorr_167DAA18","Temp_167DAA18","concDate_167DAA18","minsFromConcRounded_167DAA18","DT_167DAA18","Tag.ID_167DBF7D","HoursFromConcRounded_167DBF7D","MinCorr_167DBF7D","Temp_167DBF7D","concDate_167DBF7D","minsFromConcRounded_167DBF7D","DT_167DBF7D","Tag.ID_2653D43A","HoursFromConcRounded_2653D43A","MinCorr_2653D43A","Temp_2653D43A","concDate_2653D43A","minsFromConcRounded_2653D43A","DT_2653D43A","Tag.ID_167E7AB1","HoursFromConcRounded_167E7AB1","MinCorr_167E7AB1","Temp_167E7AB1","concDate_167E7AB1","minsFromConcRounded_167E7AB1","DT_167E7AB1","N","avgTemp","SD","SE","lowCI","highCI"
"2646",2646,NA,NA,NA,NA,NA,NA,NA,33620,"167DB5CB",560,20,36.6,"2023-03-06",33620,"2023-03-29 09:20:14","167DC76A",560,20,37.6,"2023-03-04",33620,"2023-03-27 09:20:16","16804A25",560,20,36.8,"2023-03-04",33623,"2023-03-27 09:23:00","167F8B96",560,20,37.1,"2023-03-04",33620,"2023-03-27 09:20:39","167DAA18",560,20,37.9,"2023-03-05",33621,"2023-03-28 09:21:43","167DBF7D",560,20,37.7,"2023-03-06",33620,"2023-03-29 09:20:42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.2833333333333,0.526940856896357,0.215122704003501,36.2557986623854,38.3108680042812
"2647",2647,NA,NA,NA,NA,NA,NA,NA,33640,"167DB5CB",560,40,36.7,"2023-03-06",33640,"2023-03-29 09:40:20","167DC76A",560,40,37.1,"2023-03-04",33640,"2023-03-27 09:40:17","16804A25",560,40,36.7,"2023-03-04",33640,"2023-03-27 09:40:18","167F8B96",560,40,37,"2023-03-04",33641,"2023-03-27 09:41:32","167DAA18",560,40,37.5,"2023-03-05",33640,"2023-03-28 09:40:33","167DBF7D",560,40,37.8,"2023-03-06",33640,"2023-03-29 09:40:32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.1333333333333,0.441210456207313,0.180123414481416,36.2729729437291,37.9936937229376
"2648",2648,NA,NA,NA,NA,NA,NA,NA,33660,"167DB5CB",561,0,37.4,"2023-03-06",33660,"2023-03-29 10:00:41","167DC76A",561,0,37.3,"2023-03-04",33661,"2023-03-27 10:01:46","16804A25",561,0,37.5,"2023-03-04",33660,"2023-03-27 10:00:08","167F8B96",561,0,36.8,"2023-03-04",33660,"2023-03-27 10:00:22","167DAA18",561,0,36.9,"2023-03-05",33660,"2023-03-28 10:00:54","167DBF7D",561,0,37.7,"2023-03-06",33661,"2023-03-29 10:01:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.2666666666667,0.350238014308367,0.142984070596849,36.5837025387654,37.949630794568
"2649",2649,NA,NA,NA,NA,NA,NA,NA,33680,"167DB5CB",561,20,37,"2023-03-06",33682,"2023-03-29 10:22:05","167DC76A",561,20,36.8,"2023-03-04",33680,"2023-03-27 10:20:37","16804A25",561,20,37.3,"2023-03-04",33680,"2023-03-27 10:20:39","167F8B96",561,20,37.1,"2023-03-04",33680,"2023-03-27 10:20:52","167DAA18",561,20,37.1,"2023-03-05",33680,"2023-03-28 10:20:48","167DBF7D",561,20,37.5,"2023-03-06",33680,"2023-03-29 10:20:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.1333333333333,0.2422120283278,0.098882646494609,36.6610198780941,37.6056467885725
"2650",2650,NA,NA,NA,NA,NA,NA,NA,33700,"167DB5CB",561,40,36.7,"2023-03-06",33700,"2023-03-29 10:40:24","167DC76A",561,40,36.7,"2023-03-04",33700,"2023-03-27 10:40:51","16804A25",561,40,37.3,"2023-03-04",33700,"2023-03-27 10:40:53","167F8B96",561,40,37.1,"2023-03-04",33700,"2023-03-27 10:40:58","167DAA18",561,40,37,"2023-03-05",33700,"2023-03-28 10:40:16","167DBF7D",561,40,37.5,"2023-03-06",33700,"2023-03-29 10:40:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.05,0.320936130717623,0.131021626713556,36.4241745451006,37.6758254548994
"2651",2651,NA,NA,NA,NA,NA,NA,NA,33720,"167DB5CB",562,0,36.6,"2023-03-06",33720,"2023-03-29 11:00:56","167DC76A",562,0,37,"2023-03-04",33720,"2023-03-27 11:00:16","16804A25",562,0,37.3,"2023-03-04",33720,"2023-03-27 11:00:18","167F8B96",562,0,36.7,"2023-03-04",33720,"2023-03-27 11:00:31","167DAA18",562,0,37,"2023-03-05",33720,"2023-03-28 11:00:26","167DBF7D",562,0,37.5,"2023-03-06",33720,"2023-03-29 11:00:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.0166666666667,0.343025752191677,0.140039676917333,36.3477664498929,37.6855668834404
"2652",2652,NA,NA,NA,NA,NA,NA,NA,33740,"167DB5CB",562,20,36.8,"2023-03-06",33740,"2023-03-29 11:20:35","167DC76A",562,20,36.8,"2023-03-04",33743,"2023-03-27 11:23:05","16804A25",562,20,37.3,"2023-03-04",33740,"2023-03-27 11:20:26","167F8B96",562,20,36.7,"2023-03-04",33740,"2023-03-27 11:20:39","167DAA18",562,20,37.3,"2023-03-05",33740,"2023-03-28 11:20:01","167DBF7D",562,20,37.4,"2023-03-06",33742,"2023-03-29 11:22:16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.05,0.314642654451045,0.128452325786651,36.4364468238205,37.6635531761795
"2653",2653,NA,NA,NA,NA,NA,NA,NA,33760,"167DB5CB",562,40,36.7,"2023-03-06",33760,"2023-03-29 11:40:23","167DC76A",562,40,36.8,"2023-03-04",33761,"2023-03-27 11:41:13","16804A25",562,40,37.3,"2023-03-04",33761,"2023-03-27 11:41:15","167F8B96",562,40,36.6,"2023-03-04",33761,"2023-03-27 11:41:27","167DAA18",562,40,37.3,"2023-03-05",33760,"2023-03-28 11:40:35","167DBF7D",562,40,37.3,"2023-03-06",33760,"2023-03-29 11:40:36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37,0.334664010613628,0.136626010212794,36.3474051793034,37.6525948206966
"2654",2654,NA,NA,NA,NA,NA,NA,NA,33780,"167DB5CB",563,0,37,"2023-03-06",33780,"2023-03-29 12:00:28","167DC76A",563,0,36.8,"2023-03-04",33780,"2023-03-27 12:00:30","16804A25",563,0,37.4,"2023-03-04",33780,"2023-03-27 12:00:32","167F8B96",563,0,36.6,"2023-03-04",33780,"2023-03-27 12:00:36","167DAA18",563,0,36.9,"2023-03-05",33780,"2023-03-28 12:00:38","167DBF7D",563,0,37.4,"2023-03-06",33780,"2023-03-29 12:00:48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.0166666666667,0.325064096243597,0.132706861582629,36.3827916789917,37.6505416543417
"2655",2655,NA,NA,NA,NA,NA,NA,NA,33800,"167DB5CB",563,20,36.9,"2023-03-06",33806,"2023-03-29 12:26:53","167DC76A",563,20,36.9,"2023-03-04",33800,"2023-03-27 12:20:02","16804A25",563,20,37.2,"2023-03-04",33800,"2023-03-27 12:20:04","167F8B96",563,20,36.5,"2023-03-04",33800,"2023-03-27 12:20:08","167DAA18",563,20,36.9,"2023-03-05",33800,"2023-03-28 12:20:14","167DBF7D",563,20,37.5,"2023-03-06",33800,"2023-03-29 12:20:43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.9833333333333,0.337144874893075,0.137638818813751,36.3259008272918,37.6407658393748
"2656",2656,NA,NA,NA,NA,NA,NA,NA,33820,"167DB5CB",563,40,36.6,"2023-03-06",33821,"2023-03-29 12:41:11","167DC76A",563,40,38.1,"2023-03-04",33823,"2023-03-27 12:43:26","16804A25",563,40,37.8,"2023-03-04",33820,"2023-03-27 12:40:54","167F8B96",563,40,37,"2023-03-04",33821,"2023-03-27 12:41:00","167DAA18",563,40,36.5,"2023-03-05",33820,"2023-03-28 12:40:00","167DBF7D",563,40,37.2,"2023-03-06",33820,"2023-03-29 12:40:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.2,0.641872261435248,0.262043253427114,35.9483490902013,38.4516509097987
"2657",2657,NA,NA,NA,NA,NA,NA,NA,33840,"167DB5CB",564,0,36.5,"2023-03-06",33840,"2023-03-29 13:00:38","167DC76A",564,0,38.7,"2023-03-04",33840,"2023-03-27 13:00:50","16804A25",564,0,38.3,"2023-03-04",33840,"2023-03-27 13:00:52","167F8B96",564,0,38.1,"2023-03-04",33844,"2023-03-27 13:04:50","167DAA18",564,0,36.4,"2023-03-05",33841,"2023-03-28 13:01:27","167DBF7D",564,0,37.2,"2023-03-06",33840,"2023-03-29 13:00:58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.5333333333333,0.972967967955095,0.397212509593766,35.6360457958209,39.4306208708458
"2658",2658,NA,NA,NA,NA,NA,NA,NA,33860,"167DB5CB",564,20,36.8,"2023-03-06",33861,"2023-03-29 13:21:32","167DC76A",564,20,37.9,"2023-03-04",33860,"2023-03-27 13:20:25","16804A25",564,20,37.7,"2023-03-04",33860,"2023-03-27 13:20:27","167F8B96",564,20,37,"2023-03-04",33860,"2023-03-27 13:20:33","167DAA18",564,20,36.6,"2023-03-05",33861,"2023-03-28 13:21:13","167DBF7D",564,20,37.4,"2023-03-06",33860,"2023-03-29 13:20:26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.2333333333333,0.516397779494322,0.210818510677892,36.2263576633194,38.2403090033473
"2659",2659,NA,NA,NA,NA,NA,NA,NA,33880,"167DB5CB",564,40,36.9,"2023-03-06",33880,"2023-03-29 13:40:53","167DC76A",564,40,37.7,"2023-03-04",33880,"2023-03-27 13:40:29","16804A25",564,40,37.5,"2023-03-04",33880,"2023-03-27 13:40:31","167F8B96",564,40,37,"2023-03-04",33880,"2023-03-27 13:40:35","167DAA18",564,40,36.8,"2023-03-05",33881,"2023-03-28 13:41:13","167DBF7D",564,40,37.2,"2023-03-06",33881,"2023-03-29 13:41:13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.1833333333333,0.354494945897213,0.144721955640617,36.4920681888338,37.8745984778329
"2660",2660,NA,NA,NA,NA,NA,NA,NA,33900,"167DB5CB",565,0,36.8,"2023-03-06",33900,"2023-03-29 14:00:14","167DC76A",565,0,37.5,"2023-03-04",33900,"2023-03-27 14:00:11","16804A25",565,0,37.5,"2023-03-04",33900,"2023-03-27 14:00:13","167F8B96",565,0,36.9,"2023-03-04",33900,"2023-03-27 14:00:16","167DAA18",565,0,36.9,"2023-03-05",33900,"2023-03-28 14:00:10","167DBF7D",565,0,37.3,"2023-03-06",33900,"2023-03-29 14:00:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.15,0.320936130717625,0.131021626713557,36.5241745451006,37.7758254548994
"2661",2661,NA,NA,NA,NA,NA,NA,NA,33920,"167DB5CB",565,20,36.5,"2023-03-06",33920,"2023-03-29 14:20:21","167DC76A",565,20,37,"2023-03-04",33920,"2023-03-27 14:20:02","16804A25",565,20,37.5,"2023-03-04",33920,"2023-03-27 14:20:04","167F8B96",565,20,37,"2023-03-04",33920,"2023-03-27 14:20:08","167DAA18",565,20,38.7,"2023-03-05",33927,"2023-03-28 14:27:45","167DBF7D",565,20,37.1,"2023-03-06",33920,"2023-03-29 14:20:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.3,0.756306816047562,0.308760964717585,35.8252017087072,38.7747982912927
"2662",2662,NA,NA,NA,NA,NA,NA,NA,33940,"167DB5CB",565,40,36.7,"2023-03-06",33941,"2023-03-29 14:41:11","167DC76A",565,40,37.1,"2023-03-04",33940,"2023-03-27 14:40:10","16804A25",565,40,37.4,"2023-03-04",33940,"2023-03-27 14:40:12","167F8B96",565,40,36.9,"2023-03-04",33941,"2023-03-27 14:41:52","167DAA18",565,40,37.5,"2023-03-05",33940,"2023-03-28 14:40:21","167DBF7D",565,40,37.5,"2023-03-06",33941,"2023-03-29 14:41:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.1833333333333,0.337144874893073,0.13763881881375,36.5259008272918,37.8407658393748
"2663",2663,NA,NA,NA,NA,NA,NA,NA,33960,"167DB5CB",566,0,37.3,"2023-03-06",33960,"2023-03-29 15:00:17","167DC76A",566,0,36.9,"2023-03-04",33961,"2023-03-27 15:01:14","16804A25",566,0,37.8,"2023-03-04",33961,"2023-03-27 15:01:16","167F8B96",566,0,37.1,"2023-03-04",33961,"2023-03-27 15:01:20","167DAA18",566,0,37.5,"2023-03-05",33960,"2023-03-28 15:00:53","167DBF7D",566,0,37.5,"2023-03-06",33960,"2023-03-29 15:00:37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.35,0.320936130717624,0.131021626713557,36.7241745451006,37.9758254548994
"2664",2664,NA,NA,NA,NA,NA,NA,NA,33980,"167DB5CB",566,20,38.8,"2023-03-06",33995,"2023-03-29 15:35:35","167DC76A",566,20,37.3,"2023-03-04",33980,"2023-03-27 15:20:02","16804A25",566,20,37.7,"2023-03-04",33980,"2023-03-27 15:20:05","167F8B96",566,20,37.2,"2023-03-04",33980,"2023-03-27 15:20:09","167DAA18",566,20,37.3,"2023-03-05",33980,"2023-03-28 15:20:25","167DBF7D",566,20,38.2,"2023-03-06",33986,"2023-03-29 15:26:53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.75,0.634822809924155,0.259165326899002,36.5120955206479,38.9879044793521
"2665",2665,NA,NA,NA,NA,NA,NA,NA,34000,"167DB5CB",566,40,37.6,"2023-03-06",34000,"2023-03-29 15:40:11","167DC76A",566,40,37,"2023-03-04",34000,"2023-03-27 15:40:38","16804A25",566,40,37.8,"2023-03-04",34000,"2023-03-27 15:40:40","167F8B96",566,40,37.6,"2023-03-04",34003,"2023-03-27 15:43:44","167DAA18",566,40,37,"2023-03-05",34004,"2023-03-28 15:44:11","167DBF7D",566,40,38.1,"2023-03-06",34000,"2023-03-29 15:40:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.5166666666667,0.44007575105505,0.179660173042825,36.6585189521093,38.374814381224
"2666",2666,NA,NA,NA,NA,NA,NA,NA,34020,"167DB5CB",567,0,37.4,"2023-03-06",34021,"2023-03-29 16:01:20","167DC76A",567,0,37.1,"2023-03-04",34020,"2023-03-27 16:00:53","16804A25",567,0,37.6,"2023-03-04",34020,"2023-03-27 16:00:55","167F8B96",567,0,37.6,"2023-03-04",34020,"2023-03-27 16:00:58","167DAA18",567,0,36.8,"2023-03-05",34020,"2023-03-28 16:00:22","167DBF7D",567,0,37.8,"2023-03-06",34021,"2023-03-29 16:01:48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.3833333333333,0.371034589582517,0.151474236900024,36.6598158836474,38.1068507830192
"2667",2667,NA,NA,NA,NA,NA,NA,NA,34040,"167DB5CB",567,20,37.3,"2023-03-06",34040,"2023-03-29 16:20:59","167DC76A",567,20,37.3,"2023-03-04",34041,"2023-03-27 16:21:29","16804A25",567,20,37.5,"2023-03-04",34041,"2023-03-27 16:21:31","167F8B96",567,20,39,"2023-03-04",34043,"2023-03-27 16:23:01","167DAA18",567,20,36.8,"2023-03-05",34040,"2023-03-28 16:20:32","167DBF7D",567,20,37.8,"2023-03-06",34041,"2023-03-29 16:21:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6166666666667,0.752108148251745,0.307046865767716,36.1500557775758,39.0832775557576
"2668",2668,NA,NA,NA,NA,NA,NA,NA,34060,"167DB5CB",567,40,37.2,"2023-03-06",34060,"2023-03-29 16:40:14","167DC76A",567,40,37.7,"2023-03-04",34060,"2023-03-27 16:40:58","16804A25",567,40,37.8,"2023-03-04",34061,"2023-03-27 16:41:00","167F8B96",567,40,38.8,"2023-03-04",34061,"2023-03-27 16:41:04","167DAA18",567,40,37.6,"2023-03-05",34060,"2023-03-28 16:40:42","167DBF7D",567,40,37.9,"2023-03-06",34060,"2023-03-29 16:40:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.8333333333333,0.531664054330048,0.217050941281329,36.7965884273897,38.8700782392769
"2669",2669,NA,NA,NA,NA,NA,NA,NA,34080,"167DB5CB",568,0,37.3,"2023-03-06",34080,"2023-03-29 17:00:41","167DC76A",568,0,37.6,"2023-03-04",34085,"2023-03-27 17:05:35","16804A25",568,0,37.8,"2023-03-04",34081,"2023-03-27 17:01:55","167F8B96",568,0,38.5,"2023-03-04",34091,"2023-03-27 17:11:08","167DAA18",568,0,37,"2023-03-05",34080,"2023-03-28 17:00:30","167DBF7D",568,0,38.1,"2023-03-06",34081,"2023-03-29 17:01:13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.7166666666667,0.541910201663216,0.221233913413935,36.6599417734234,38.7733915599099
"2670",2670,NA,NA,NA,NA,NA,NA,NA,34100,"167DB5CB",568,20,37.5,"2023-03-06",34101,"2023-03-29 17:21:25","167DC76A",568,20,37.6,"2023-03-04",34100,"2023-03-27 17:20:17","16804A25",568,20,37.8,"2023-03-04",34100,"2023-03-27 17:20:19","167F8B96",568,20,37.7,"2023-03-04",34103,"2023-03-27 17:23:09","167DAA18",568,20,36.8,"2023-03-05",34103,"2023-03-28 17:23:56","167DBF7D",568,20,38,"2023-03-06",34100,"2023-03-29 17:20:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.5666666666667,0.413118223595459,0.168654808542314,36.7610861306555,38.3722472026778
"2671",2671,NA,NA,NA,NA,NA,NA,NA,34120,"167DB5CB",568,40,37.9,"2023-03-06",34120,"2023-03-29 17:40:19","167DC76A",568,40,37.5,"2023-03-04",34120,"2023-03-27 17:40:29","16804A25",568,40,37.9,"2023-03-04",34120,"2023-03-27 17:40:30","167F8B96",568,40,37.5,"2023-03-04",34125,"2023-03-27 17:45:50","167DAA18",568,40,37.1,"2023-03-05",34121,"2023-03-28 17:41:36","167DBF7D",568,40,38.1,"2023-03-06",34120,"2023-03-29 17:40:39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6666666666667,0.366969571853943,0.149814700361628,36.9510760015515,38.3822573317819
"2672",2672,NA,NA,NA,NA,NA,NA,NA,34140,"167DB5CB",569,0,37.8,"2023-03-06",34140,"2023-03-29 18:00:35","167DC76A",569,0,37.3,"2023-03-04",34141,"2023-03-27 18:01:05","16804A25",569,0,38,"2023-03-04",34141,"2023-03-27 18:01:07","167F8B96",569,0,37.2,"2023-03-04",34142,"2023-03-27 18:02:37","167DAA18",569,0,37,"2023-03-05",34140,"2023-03-28 18:00:28","167DBF7D",569,0,38.3,"2023-03-06",34140,"2023-03-29 18:00:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6,0.509901951359277,0.208166599946613,36.6056911948494,38.5943088051506
"2673",2673,NA,NA,NA,NA,NA,NA,NA,34160,"167DB5CB",569,20,37.9,"2023-03-06",34160,"2023-03-29 18:20:25","167DC76A",569,20,37.3,"2023-03-04",34160,"2023-03-27 18:20:26","16804A25",569,20,38,"2023-03-04",34160,"2023-03-27 18:20:35","167F8B96",569,20,37.5,"2023-03-04",34160,"2023-03-27 18:20:39","167DAA18",569,20,37.2,"2023-03-05",34160,"2023-03-28 18:20:17","167DBF7D",569,20,38.1,"2023-03-06",34160,"2023-03-29 18:20:37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6666666666667,0.382970843102535,0.156347191994114,36.9198735226167,38.4134598107166
"2674",2674,NA,NA,NA,NA,NA,NA,NA,34180,"167DB5CB",569,40,37.9,"2023-03-06",34180,"2023-03-29 18:40:09","167DC76A",569,40,37.3,"2023-03-04",34180,"2023-03-27 18:40:16","16804A25",569,40,37.8,"2023-03-04",34180,"2023-03-27 18:40:18","167F8B96",569,40,37.5,"2023-03-04",34181,"2023-03-27 18:41:33","167DAA18",569,40,37.5,"2023-03-05",34181,"2023-03-28 18:41:08","167DBF7D",569,40,38,"2023-03-06",34180,"2023-03-29 18:40:21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6666666666667,0.27325202042559,0.111554670204544,37.1338252268368,38.1995081064966
"2675",2675,NA,NA,NA,NA,NA,NA,NA,34200,"167DB5CB",570,0,37.7,"2023-03-06",34202,"2023-03-29 19:02:57","167DC76A",570,0,38.1,"2023-03-04",34200,"2023-03-27 19:00:33","16804A25",570,0,37.8,"2023-03-04",34200,"2023-03-27 19:00:35","167F8B96",570,0,37.4,"2023-03-04",34200,"2023-03-27 19:00:39","167DAA18",570,0,37,"2023-03-05",34201,"2023-03-28 19:01:09","167DBF7D",570,0,38.1,"2023-03-06",34200,"2023-03-29 19:00:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6833333333333,0.426223728418148,0.174005108481843,36.852197062918,38.5144696037487
"2676",2676,NA,NA,NA,NA,NA,NA,NA,34220,"167DB5CB",570,20,37.4,"2023-03-06",34225,"2023-03-29 19:25:18","167DC76A",570,20,37.5,"2023-03-04",34220,"2023-03-27 19:20:21","16804A25",570,20,37.7,"2023-03-04",34220,"2023-03-27 19:20:23","167F8B96",570,20,37.5,"2023-03-04",34220,"2023-03-27 19:20:27","167DAA18",570,20,36.6,"2023-03-05",34221,"2023-03-28 19:21:28","167DBF7D",570,20,37.9,"2023-03-06",34220,"2023-03-29 19:20:28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.4333333333333,0.44572039067858,0.181964587519416,36.5641785715101,38.3024880951566
"2677",2677,NA,NA,NA,NA,NA,NA,NA,34240,"167DB5CB",570,40,37,"2023-03-06",34240,"2023-03-29 19:40:30","167DC76A",570,40,37.6,"2023-03-04",34240,"2023-03-27 19:40:23","16804A25",570,40,37.8,"2023-03-04",34240,"2023-03-27 19:40:25","167F8B96",570,40,37.7,"2023-03-04",34240,"2023-03-27 19:40:37","167DAA18",570,40,36.7,"2023-03-05",34240,"2023-03-28 19:40:41","167DBF7D",570,40,38.1,"2023-03-06",34240,"2023-03-29 19:40:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.4833333333333,0.526940856896356,0.215122704003501,36.4557986623854,38.5108680042812
"2678",2678,NA,NA,NA,NA,NA,NA,NA,34260,"167DB5CB",571,0,37.1,"2023-03-06",34261,"2023-03-29 20:01:04","167DC76A",571,0,37.6,"2023-03-04",34260,"2023-03-27 20:00:26","16804A25",571,0,37.6,"2023-03-04",34260,"2023-03-27 20:00:28","167F8B96",571,0,37.7,"2023-03-04",34260,"2023-03-27 20:00:40","167DAA18",571,0,36.4,"2023-03-05",34260,"2023-03-28 20:00:00","167DBF7D",571,0,37.9,"2023-03-06",34261,"2023-03-29 20:01:17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.3833333333333,0.549241901776137,0.224227067451229,36.3123116248699,38.4543550417968
"2679",2679,NA,NA,NA,NA,NA,NA,NA,34280,"167DB5CB",571,20,37,"2023-03-06",34282,"2023-03-29 20:22:33","167DC76A",571,20,37.2,"2023-03-04",34280,"2023-03-27 20:20:31","16804A25",571,20,37.7,"2023-03-04",34280,"2023-03-27 20:20:33","167F8B96",571,20,37.2,"2023-03-04",34280,"2023-03-27 20:20:45","167DAA18",571,20,36.4,"2023-03-05",34280,"2023-03-28 20:20:33","167DBF7D",571,20,37.7,"2023-03-06",34281,"2023-03-29 20:21:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.2,0.485798312059646,0.198326330408581,36.2526932914837,38.1473067085163
"2680",2680,NA,NA,NA,NA,NA,NA,NA,34300,"167DB5CB",571,40,37.5,"2023-03-06",34300,"2023-03-29 20:40:15","167DC76A",571,40,37.2,"2023-03-04",34300,"2023-03-27 20:40:47","16804A25",571,40,37.5,"2023-03-04",34300,"2023-03-27 20:40:49","167F8B96",571,40,37.1,"2023-03-04",34300,"2023-03-27 20:40:54","167DAA18",571,40,36.6,"2023-03-05",34300,"2023-03-28 20:40:34","167DBF7D",571,40,37.6,"2023-03-06",34300,"2023-03-29 20:40:27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.25,0.372827037646145,0.152206000757745,36.52298727659,37.97701272341
"2681",2681,NA,NA,NA,NA,NA,NA,NA,34320,"167DB5CB",572,0,37.4,"2023-03-06",34320,"2023-03-29 21:00:11","167DC76A",572,0,37.2,"2023-03-04",34321,"2023-03-27 21:01:06","16804A25",572,0,37.8,"2023-03-04",34325,"2023-03-27 21:05:26","167F8B96",572,0,37.1,"2023-03-04",34320,"2023-03-27 21:00:02","167DAA18",572,0,36.5,"2023-03-05",34320,"2023-03-28 21:00:53","167DBF7D",572,0,37.5,"2023-03-06",34320,"2023-03-29 21:00:26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.25,0.441588043316391,0.180277563773199,36.388903315533,38.111096684467
"2682",2682,NA,NA,NA,NA,NA,NA,NA,34340,"167DB5CB",572,20,37.3,"2023-03-06",34340,"2023-03-29 21:20:51","167DC76A",572,20,37.4,"2023-03-04",34340,"2023-03-27 21:20:53","16804A25",572,20,37.7,"2023-03-04",34340,"2023-03-27 21:20:55","167F8B96",572,20,37,"2023-03-04",34341,"2023-03-27 21:21:08","167DAA18",572,20,36.6,"2023-03-05",34342,"2023-03-28 21:22:45","167DBF7D",572,20,37.9,"2023-03-06",34340,"2023-03-29 21:20:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.3166666666667,0.470814896394184,0.192209376577846,36.398577618698,38.2347557146353
