"","X","Tag.ID","HoursFromConcRounded","MinCorr","Temp","concDate","minsFromConcRounded","DT","altMinsFrom","Tag.ID_167DB5CB","HoursFromConcRounded_167DB5CB","MinCorr_167DB5CB","Temp_167DB5CB","concDate_167DB5CB","minsFromConcRounded_167DB5CB","DT_167DB5CB","Tag.ID_167DC76A","HoursFromConcRounded_167DC76A","MinCorr_167DC76A","Temp_167DC76A","concDate_167DC76A","minsFromConcRounded_167DC76A","DT_167DC76A","Tag.ID_16804A25","HoursFromConcRounded_16804A25","MinCorr_16804A25","Temp_16804A25","concDate_16804A25","minsFromConcRounded_16804A25","DT_16804A25","Tag.ID_167F8B96","HoursFromConcRounded_167F8B96","MinCorr_167F8B96","Temp_167F8B96","concDate_167F8B96","minsFromConcRounded_167F8B96","DT_167F8B96","Tag.ID_167DAA18","HoursFromConcRounded_167DAA18","MinCorr_167DAA18","Temp_167DAA18","concDate_167DAA18","minsFromConcRounded_167DAA18","DT_167DAA18","Tag.ID_167DBF7D","HoursFromConcRounded_167DBF7D","MinCorr_167DBF7D","Temp_167DBF7D","concDate_167DBF7D","minsFromConcRounded_167DBF7D","DT_167DBF7D","Tag.ID_2653D43A","HoursFromConcRounded_2653D43A","MinCorr_2653D43A","Temp_2653D43A","concDate_2653D43A","minsFromConcRounded_2653D43A","DT_2653D43A","Tag.ID_167E7AB1","HoursFromConcRounded_167E7AB1","MinCorr_167E7AB1","Temp_167E7AB1","concDate_167E7AB1","minsFromConcRounded_167E7AB1","DT_167E7AB1","N","avgTemp","SD","SE","lowCI","highCI"
"2683",2683,NA,NA,NA,NA,NA,NA,NA,34360,"167DB5CB",572,40,37.4,"2023-03-06",34370,"2023-03-29 21:50:31","167DC76A",572,40,38,"2023-03-04",34360,"2023-03-27 21:40:23","16804A25",572,40,37.7,"2023-03-04",34361,"2023-03-27 21:41:53","167F8B96",572,40,37.2,"2023-03-04",34362,"2023-03-27 21:42:04","167DAA18",572,40,37.7,"2023-03-05",34362,"2023-03-28 21:42:03","167DBF7D",572,40,37.7,"2023-03-06",34360,"2023-03-29 21:40:34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6166666666667,0.278687399547713,0.113773654439173,37.0732262375486,38.1601070957847
"2684",2684,NA,NA,NA,NA,NA,NA,NA,34380,"167DB5CB",573,0,37.7,"2023-03-06",34380,"2023-03-29 22:00:48","167DC76A",573,0,37.6,"2023-03-04",34380,"2023-03-27 22:00:41","16804A25",573,0,37.7,"2023-03-04",34383,"2023-03-27 22:03:16","167F8B96",573,0,37.1,"2023-03-04",34380,"2023-03-27 22:00:55","167DAA18",573,0,38,"2023-03-05",34380,"2023-03-28 22:00:51","167DBF7D",573,0,37.8,"2023-03-06",34382,"2023-03-29 22:02:17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.65,0.301662062579966,0.123153021346074,37.0617589779691,38.2382410220309
"2685",2685,NA,NA,NA,NA,NA,NA,NA,34400,"167DB5CB",573,20,37.6,"2023-03-06",34402,"2023-03-29 22:22:36","167DC76A",573,20,37.3,"2023-03-04",34400,"2023-03-27 22:20:41","16804A25",573,20,37.5,"2023-03-04",34400,"2023-03-27 22:20:43","167F8B96",573,20,37.4,"2023-03-04",34402,"2023-03-27 22:22:00","167DAA18",573,20,37.7,"2023-03-05",34400,"2023-03-28 22:20:56","167DBF7D",573,20,37.9,"2023-03-06",34400,"2023-03-29 22:20:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.5666666666667,0.21602468994693,0.0881917103688201,37.1454185212702,37.9879148120632
"2686",2686,NA,NA,NA,NA,NA,NA,NA,34420,"167DB5CB",573,40,37.5,"2023-03-06",34420,"2023-03-29 22:40:08","167DC76A",573,40,37.5,"2023-03-04",34420,"2023-03-27 22:40:59","16804A25",573,40,37.6,"2023-03-04",34421,"2023-03-27 22:41:01","167F8B96",573,40,38,"2023-03-04",34420,"2023-03-27 22:40:02","167DAA18",573,40,37.2,"2023-03-05",34420,"2023-03-28 22:40:32","167DBF7D",573,40,37.7,"2023-03-06",34420,"2023-03-29 22:40:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.5833333333333,0.263944438597721,0.107754865834964,37.0686416780678,38.0980249885989
"2687",2687,NA,NA,NA,NA,NA,NA,NA,34440,"167DB5CB",574,0,37.5,"2023-03-06",34440,"2023-03-29 23:00:33","167DC76A",574,0,38.2,"2023-03-04",34440,"2023-03-27 23:00:13","16804A25",574,0,37.4,"2023-03-04",34440,"2023-03-27 23:00:15","167F8B96",574,0,38.2,"2023-03-04",34440,"2023-03-27 23:00:19","167DAA18",574,0,36.6,"2023-03-05",34440,"2023-03-28 23:00:50","167DBF7D",574,0,37.6,"2023-03-06",34440,"2023-03-29 23:00:46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.5833333333333,0.594698803316996,0.242784769795069,36.4236706668652,38.7429959998015
"2688",2688,NA,NA,NA,NA,NA,NA,NA,34460,"167DB5CB",574,20,37.9,"2023-03-06",34460,"2023-03-29 23:20:19","167DC76A",574,20,38.3,"2023-03-04",34460,"2023-03-27 23:20:26","16804A25",574,20,37.6,"2023-03-04",34460,"2023-03-27 23:20:28","167F8B96",574,20,37.4,"2023-03-04",34460,"2023-03-27 23:20:41","167DAA18",574,20,36.7,"2023-03-05",34460,"2023-03-28 23:20:02","167DBF7D",574,20,37.9,"2023-03-06",34460,"2023-03-29 23:20:42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6333333333333,0.550151494287405,0.224598407038973,36.5605379194729,38.7061287471938
"2689",2689,NA,NA,NA,NA,NA,NA,NA,34480,"167DB5CB",574,40,37.7,"2023-03-06",34480,"2023-03-29 23:40:12","167DC76A",574,40,38.7,"2023-03-04",34480,"2023-03-27 23:40:23","16804A25",574,40,37.4,"2023-03-04",34480,"2023-03-27 23:40:25","167F8B96",574,40,37.4,"2023-03-04",34481,"2023-03-27 23:41:50","167DAA18",574,40,36.7,"2023-03-05",34480,"2023-03-28 23:40:20","167DBF7D",574,40,38.1,"2023-03-06",34480,"2023-03-29 23:40:24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6666666666667,0.683130051063974,0.278886675511359,36.3345630670919,38.9987702662414
"2690",2690,NA,NA,NA,NA,NA,NA,NA,34500,"167DB5CB",575,0,37.7,"2023-03-06",34502,"2023-03-30 00:02:03","167DC76A",575,0,38.6,"2023-03-04",34500,"2023-03-28 00:00:36","16804A25",575,0,37.4,"2023-03-04",34500,"2023-03-28 00:00:38","167F8B96",575,0,37.1,"2023-03-04",34500,"2023-03-28 00:00:43","167DAA18",575,0,37.1,"2023-03-05",34500,"2023-03-29 00:00:16","167DBF7D",575,0,37.9,"2023-03-06",34501,"2023-03-30 00:01:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6333333333333,0.571547606649408,0.233333333333333,36.518815500367,38.7478511662997
"2691",2691,NA,NA,NA,NA,NA,NA,NA,34520,"167DB5CB",575,20,37.7,"2023-03-06",34521,"2023-03-30 00:21:12","167DC76A",575,20,38.3,"2023-03-04",34520,"2023-03-28 00:20:28","16804A25",575,20,37.6,"2023-03-04",34521,"2023-03-28 00:21:41","167F8B96",575,20,37.2,"2023-03-04",34523,"2023-03-28 00:23:02","167DAA18",575,20,37,"2023-03-05",34526,"2023-03-29 00:26:11","167DBF7D",575,20,37.9,"2023-03-06",34521,"2023-03-30 00:21:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6166666666667,0.470814896394183,0.192209376577846,36.698577618698,38.5347557146353
"2692",2692,NA,NA,NA,NA,NA,NA,NA,34540,"167DB5CB",575,40,37.6,"2023-03-06",34540,"2023-03-30 00:40:45","167DC76A",575,40,38.3,"2023-03-04",34541,"2023-03-28 00:41:02","16804A25",575,40,37.5,"2023-03-04",34543,"2023-03-28 00:43:29","167F8B96",575,40,37.5,"2023-03-04",34540,"2023-03-28 00:40:07","167DAA18",575,40,37,"2023-03-05",34540,"2023-03-29 00:40:38","167DBF7D",575,40,37.9,"2023-03-06",34540,"2023-03-30 00:40:56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6333333333333,0.436653943835007,0.178263226094945,36.7818581428551,38.4848085238116
"2693",2693,NA,NA,NA,NA,NA,NA,NA,34560,"167DB5CB",576,0,37.6,"2023-03-06",34561,"2023-03-30 01:01:59","167DC76A",576,0,38.4,"2023-03-04",34560,"2023-03-28 01:00:48","16804A25",576,0,37.6,"2023-03-04",34560,"2023-03-28 01:00:51","167F8B96",576,0,37.5,"2023-03-04",34562,"2023-03-28 01:02:19","167DAA18",576,0,37.1,"2023-03-05",34560,"2023-03-29 01:00:10","167DBF7D",576,0,38.3,"2023-03-06",34560,"2023-03-30 01:00:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.75,0.500999001995012,0.204531986088565,36.7730519461097,38.7269480538903
"2694",2694,NA,NA,NA,NA,NA,NA,NA,34580,"167DB5CB",576,20,37.7,"2023-03-06",34580,"2023-03-30 01:20:09","167DC76A",576,20,38.6,"2023-03-04",34580,"2023-03-28 01:20:14","16804A25",576,20,37.4,"2023-03-04",34580,"2023-03-28 01:20:18","167F8B96",576,20,37.7,"2023-03-04",34581,"2023-03-28 01:21:42","167DAA18",576,20,37.4,"2023-03-05",34580,"2023-03-29 01:20:13","167DBF7D",576,20,37.8,"2023-03-06",34580,"2023-03-30 01:20:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.7666666666667,0.441210456207315,0.180123414481418,36.9063062770624,38.6270270562709
"2695",2695,NA,NA,NA,NA,NA,NA,NA,34600,"167DB5CB",576,40,37.6,"2023-03-06",34600,"2023-03-30 01:40:30","167DC76A",576,40,38.1,"2023-03-04",34602,"2023-03-28 01:42:53","16804A25",576,40,37.7,"2023-03-04",34600,"2023-03-28 01:40:18","167F8B96",576,40,37.5,"2023-03-04",34600,"2023-03-28 01:40:23","167DAA18",576,40,37.3,"2023-03-05",34600,"2023-03-29 01:40:37","167DBF7D",576,40,37.8,"2023-03-06",34602,"2023-03-30 01:42:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6666666666667,0.27325202042559,0.111554670204544,37.1338252268368,38.1995081064966
"2696",2696,NA,NA,NA,NA,NA,NA,NA,34620,"167DB5CB",577,0,37.6,"2023-03-06",34621,"2023-03-30 02:01:00","167DC76A",577,0,38.2,"2023-03-04",34620,"2023-03-28 02:00:38","16804A25",577,0,37.7,"2023-03-04",34621,"2023-03-28 02:01:59","167F8B96",577,0,37.5,"2023-03-04",34620,"2023-03-28 02:00:53","167DAA18",577,0,37.1,"2023-03-05",34620,"2023-03-29 02:00:30","167DBF7D",577,0,38,"2023-03-06",34620,"2023-03-30 02:00:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.6833333333333,0.386867763798778,0.157938103206429,36.9289411939257,38.437725472741
"2697",2697,NA,NA,NA,NA,NA,NA,NA,34640,"167DB5CB",577,20,37.4,"2023-03-06",34640,"2023-03-30 02:20:27","167DC76A",577,20,38.6,"2023-03-04",34640,"2023-03-28 02:20:37","16804A25",577,20,37.9,"2023-03-04",34640,"2023-03-28 02:20:40","167F8B96",577,20,37.7,"2023-03-04",34640,"2023-03-28 02:20:44","167DAA18",577,20,37,"2023-03-05",34641,"2023-03-29 02:21:15","167DBF7D",577,20,38,"2023-03-06",34640,"2023-03-30 02:20:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.7666666666667,0.546504040851179,0.223109340409087,36.7009837870069,38.8323495463265
"2698",2698,NA,NA,NA,NA,NA,NA,NA,34660,"167DB5CB",577,40,37.4,"2023-03-06",34664,"2023-03-30 02:44:30","167DC76A",577,40,37.6,"2023-03-04",34662,"2023-03-28 02:42:24","16804A25",577,40,37.9,"2023-03-04",34660,"2023-03-28 02:40:02","167F8B96",577,40,38,"2023-03-04",34660,"2023-03-28 02:40:06","167DAA18",577,40,37.5,"2023-03-05",34661,"2023-03-29 02:41:10","167DBF7D",577,40,38.3,"2023-03-06",34660,"2023-03-30 02:40:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.7833333333333,0.343025752191677,0.140039676917333,37.1144331165596,38.4522335501071
"2699",2699,NA,NA,NA,NA,NA,NA,NA,34680,"167DB5CB",578,0,37.5,"2023-03-06",34680,"2023-03-30 03:00:42","167DC76A",578,0,37.5,"2023-03-04",34680,"2023-03-28 03:00:48","16804A25",578,0,37.8,"2023-03-04",34680,"2023-03-28 03:00:50","167F8B96",578,0,38.9,"2023-03-04",34680,"2023-03-28 03:00:54","167DAA18",578,0,38,"2023-03-05",34680,"2023-03-29 03:00:11","167DBF7D",578,0,38.2,"2023-03-06",34680,"2023-03-30 03:00:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.9833333333333,0.526940856896357,0.215122704003501,36.9557986623854,39.0108680042812
"2700",2700,NA,NA,NA,NA,NA,NA,NA,34700,"167DB5CB",578,20,38.1,"2023-03-06",34700,"2023-03-30 03:20:02","167DC76A",578,20,37.8,"2023-03-04",34700,"2023-03-28 03:20:21","16804A25",578,20,38.1,"2023-03-04",34700,"2023-03-28 03:20:24","167F8B96",578,20,38.4,"2023-03-04",34700,"2023-03-28 03:20:29","167DAA18",578,20,38.4,"2023-03-05",34700,"2023-03-29 03:20:45","167DBF7D",578,20,38.3,"2023-03-06",34700,"2023-03-30 03:20:23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,38.1833333333333,0.231660671385254,0.0945750730607407,37.7315950241321,38.6350716425346
"2701",2701,NA,NA,NA,NA,NA,NA,NA,34720,"167DB5CB",578,40,37.4,"2023-03-06",34720,"2023-03-30 03:40:29","167DC76A",578,40,37.7,"2023-03-04",34722,"2023-03-28 03:42:35","16804A25",578,40,38.2,"2023-03-04",34721,"2023-03-28 03:41:27","167F8B96",578,40,37.3,"2023-03-04",34720,"2023-03-28 03:40:13","167DAA18",578,40,38.8,"2023-03-05",34720,"2023-03-29 03:40:45","167DBF7D",578,40,38.4,"2023-03-06",34720,"2023-03-30 03:40:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.9666666666667,0.595538971576728,0.243127767050806,36.8053656720921,39.1279676612413
"2702",2702,NA,NA,NA,NA,NA,NA,NA,34740,"167DB5CB",579,0,37.4,"2023-03-06",34740,"2023-03-30 04:00:15","167DC76A",579,0,37.3,"2023-03-04",34740,"2023-03-28 04:00:22","16804A25",579,0,37.8,"2023-03-04",34740,"2023-03-28 04:00:24","167F8B96",579,0,37.5,"2023-03-04",34740,"2023-03-28 04:00:28","167DAA18",579,0,38.6,"2023-03-05",34744,"2023-03-29 04:04:16","167DBF7D",579,0,38.1,"2023-03-06",34740,"2023-03-30 04:00:28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.7833333333333,0.495647724363452,0.202347336143683,36.8168202708246,38.7498463958421
"2703",2703,NA,NA,NA,NA,NA,NA,NA,34760,"167DB5CB",579,20,37.7,"2023-03-06",34760,"2023-03-30 04:20:09","167DC76A",579,20,37,"2023-03-04",34760,"2023-03-28 04:20:36","16804A25",579,20,37.9,"2023-03-04",34760,"2023-03-28 04:20:39","167F8B96",579,20,38.1,"2023-03-04",34760,"2023-03-28 04:20:44","167DAA18",579,20,38.9,"2023-03-05",34763,"2023-03-29 04:23:32","167DBF7D",579,20,37.7,"2023-03-06",34760,"2023-03-30 04:20:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.8833333333333,0.621020665249286,0.253530624930752,36.6723430360972,39.0943236305694
"2704",2704,NA,NA,NA,NA,NA,NA,NA,34780,"167DB5CB",579,40,38.4,"2023-03-06",34780,"2023-03-30 04:40:39","167DC76A",579,40,37,"2023-03-04",34780,"2023-03-28 04:40:53","16804A25",579,40,37.9,"2023-03-04",34780,"2023-03-28 04:40:55","167F8B96",579,40,37.1,"2023-03-04",34782,"2023-03-28 04:42:28","167DAA18",579,40,38.5,"2023-03-05",34781,"2023-03-29 04:41:22","167DBF7D",579,40,37.7,"2023-03-06",34780,"2023-03-30 04:40:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.7666666666667,0.63140055960275,0.257768199055749,36.5354355754413,38.997897757892
"2705",2705,NA,NA,NA,NA,NA,NA,NA,34800,"167DB5CB",580,0,38,"2023-03-06",34800,"2023-03-30 05:00:30","167DC76A",580,0,36.7,"2023-03-04",34802,"2023-03-28 05:02:06","16804A25",580,0,37.8,"2023-03-04",34800,"2023-03-28 05:00:51","167F8B96",580,0,36.7,"2023-03-04",34800,"2023-03-28 05:00:55","167DAA18",580,0,38.2,"2023-03-05",34800,"2023-03-29 05:00:58","167DBF7D",580,0,37.3,"2023-03-06",34800,"2023-03-30 05:00:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.45,0.653452370108181,0.266770812996224,36.1757678782891,38.724232121711
"2706",2706,NA,NA,NA,NA,NA,NA,NA,34820,"167DB5CB",580,20,37.3,"2023-03-06",34829,"2023-03-30 05:29:07","167DC76A",580,20,37,"2023-03-04",34820,"2023-03-28 05:20:00","16804A25",580,20,37.8,"2023-03-04",34820,"2023-03-28 05:20:05","167F8B96",580,20,36.6,"2023-03-04",34820,"2023-03-28 05:20:18","167DAA18",580,20,37.5,"2023-03-05",34821,"2023-03-29 05:21:12","167DBF7D",580,20,37.2,"2023-03-06",34820,"2023-03-30 05:20:28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.2333333333333,0.413118223595456,0.168654808542313,36.4277527973222,38.0389138693445
"2707",2707,NA,NA,NA,NA,NA,NA,NA,34840,"167DB5CB",580,40,37.7,"2023-03-06",34840,"2023-03-30 05:40:54","167DC76A",580,40,36.7,"2023-03-04",34840,"2023-03-28 05:40:18","16804A25",580,40,38.1,"2023-03-04",34844,"2023-03-28 05:44:31","167F8B96",580,40,36.6,"2023-03-04",34842,"2023-03-28 05:42:08","167DAA18",580,40,36.7,"2023-03-05",34840,"2023-03-29 05:40:39","167DBF7D",580,40,37,"2023-03-06",34840,"2023-03-30 05:40:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.1333333333333,0.621825270205921,0.253859103528797,35.9207740564318,38.3458926102349
"2708",2708,NA,NA,NA,NA,NA,NA,NA,34860,"167DB5CB",581,0,37.7,"2023-03-06",34861,"2023-03-30 06:01:15","167DC76A",581,0,37,"2023-03-04",34860,"2023-03-28 06:00:03","16804A25",581,0,38.2,"2023-03-04",34860,"2023-03-28 06:00:05","167F8B96",581,0,36.6,"2023-03-04",34860,"2023-03-28 06:00:18","167DAA18",581,0,36.4,"2023-03-05",34861,"2023-03-29 06:01:23","167DBF7D",581,0,37.1,"2023-03-06",34860,"2023-03-30 06:00:26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.1666666666667,0.677249338624017,0.276485884711037,35.8460304563498,38.4873028769835
"2709",2709,NA,NA,NA,NA,NA,NA,NA,34880,"167DB5CB",581,20,36.6,"2023-03-06",34880,"2023-03-30 06:20:42","167DC76A",581,20,36.9,"2023-03-04",34880,"2023-03-28 06:20:12","16804A25",581,20,37.8,"2023-03-04",34881,"2023-03-28 06:21:43","167F8B96",581,20,36.9,"2023-03-04",34880,"2023-03-28 06:20:27","167DAA18",581,20,36.3,"2023-03-05",34881,"2023-03-29 06:21:02","167DBF7D",581,20,37.2,"2023-03-06",34880,"2023-03-30 06:20:54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.95,0.516720427310552,0.21095023109729,35.9423951667444,37.9576048332556
"2710",2710,NA,NA,NA,NA,NA,NA,NA,34900,"167DB5CB",581,40,36.6,"2023-03-06",34901,"2023-03-30 06:41:21","167DC76A",581,40,36.7,"2023-03-04",34900,"2023-03-28 06:40:15","16804A25",581,40,37.8,"2023-03-04",34900,"2023-03-28 06:40:17","167F8B96",581,40,37,"2023-03-04",34900,"2023-03-28 06:40:31","167DAA18",581,40,36.3,"2023-03-05",34901,"2023-03-29 06:41:16","167DBF7D",581,40,37,"2023-03-06",34900,"2023-03-30 06:40:32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.9,0.513809303146604,0.20976176963403,35.8980718588641,37.9019281411359
"2711",2711,NA,NA,NA,NA,NA,NA,NA,34920,"167DB5CB",582,0,36.5,"2023-03-06",34920,"2023-03-30 07:00:53","167DC76A",582,0,36.8,"2023-03-04",34920,"2023-03-28 07:00:57","16804A25",582,0,37.6,"2023-03-04",34920,"2023-03-28 07:00:59","167F8B96",582,0,36.7,"2023-03-04",34921,"2023-03-28 07:01:03","167DAA18",582,0,36.7,"2023-03-05",34921,"2023-03-29 07:01:02","167DBF7D",582,0,36.9,"2023-03-06",34922,"2023-03-30 07:02:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.8666666666667,0.382970843102535,0.156347191994114,36.1198735226167,37.6134598107166
"2712",2712,NA,NA,NA,NA,NA,NA,NA,34940,"167DB5CB",582,20,36.6,"2023-03-06",34943,"2023-03-30 07:23:55","167DC76A",582,20,36.9,"2023-03-04",34940,"2023-03-28 07:20:33","16804A25",582,20,37.6,"2023-03-04",34940,"2023-03-28 07:20:35","167F8B96",582,20,36.9,"2023-03-04",34944,"2023-03-28 07:24:36","167DAA18",582,20,36.4,"2023-03-05",34940,"2023-03-29 07:20:48","167DBF7D",582,20,36.8,"2023-03-06",34940,"2023-03-30 07:20:18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.8666666666667,0.408248290463864,0.166666666666667,36.0705825002621,37.6627508330712
"2713",2713,NA,NA,NA,NA,NA,NA,NA,34960,"167DB5CB",582,40,36.7,"2023-03-06",34960,"2023-03-30 07:40:51","167DC76A",582,40,37.2,"2023-03-04",34961,"2023-03-28 07:41:14","16804A25",582,40,37.6,"2023-03-04",34961,"2023-03-28 07:41:16","167F8B96",582,40,36.8,"2023-03-04",34962,"2023-03-28 07:42:56","167DAA18",582,40,36.3,"2023-03-05",34960,"2023-03-29 07:40:02","167DBF7D",582,40,37.1,"2023-03-06",34961,"2023-03-30 07:41:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.95,0.450555213042754,0.183938395484286,36.0714173345666,37.8285826654334
"2714",2714,NA,NA,NA,NA,NA,NA,NA,34980,"167DB5CB",583,0,37.1,"2023-03-06",34981,"2023-03-30 08:01:45","167DC76A",583,0,37,"2023-03-04",34983,"2023-03-28 08:03:20","16804A25",583,0,37.5,"2023-03-04",34980,"2023-03-28 08:00:23","167F8B96",583,0,37.1,"2023-03-04",34982,"2023-03-28 08:02:06","167DAA18",583,0,36.4,"2023-03-05",34981,"2023-03-29 08:01:02","167DBF7D",583,0,37,"2023-03-06",34981,"2023-03-30 08:01:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37.0166666666667,0.354494945897212,0.144721955640616,36.3254015221671,37.7079318111662
"2715",2715,NA,NA,NA,NA,NA,NA,NA,35000,"167DB5CB",583,20,36.6,"2023-03-06",35006,"2023-03-30 08:26:24","167DC76A",583,20,37.3,"2023-03-04",35000,"2023-03-28 08:20:27","16804A25",583,20,37.4,"2023-03-04",35000,"2023-03-28 08:20:29","167F8B96",583,20,36.8,"2023-03-04",35002,"2023-03-28 08:22:16","167DAA18",583,20,36.4,"2023-03-05",35000,"2023-03-29 08:20:26","167DBF7D",583,20,37.3,"2023-03-06",35001,"2023-03-30 08:21:16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.9666666666667,0.422689799577262,0.17256238807393,36.142421557491,37.7909117758423
"2716",2716,NA,NA,NA,NA,NA,NA,NA,35020,"167DB5CB",583,40,36.7,"2023-03-06",35020,"2023-03-30 08:40:27","167DC76A",583,40,37.3,"2023-03-04",35020,"2023-03-28 08:40:39","16804A25",583,40,37.5,"2023-03-04",35023,"2023-03-28 08:43:32","167F8B96",583,40,36.6,"2023-03-04",35021,"2023-03-28 08:41:02","167DAA18",583,40,36.4,"2023-03-05",35020,"2023-03-29 08:40:14","167DBF7D",583,40,37.1,"2023-03-06",35020,"2023-03-30 08:40:47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.9333333333333,0.432049379893857,0.176383420737639,36.0908370425403,37.7758296241264
"2717",2717,NA,NA,NA,NA,NA,NA,NA,35040,"167DB5CB",584,0,36.6,"2023-03-06",35040,"2023-03-30 09:00:57","167DC76A",584,0,37.1,"2023-03-04",35042,"2023-03-28 09:02:23","16804A25",584,0,37.6,"2023-03-04",35040,"2023-03-28 09:00:50","167F8B96",584,0,36.8,"2023-03-04",35040,"2023-03-28 09:00:54","167DAA18",584,0,36.3,"2023-03-05",35040,"2023-03-29 09:00:13","167DBF7D",584,0,37.2,"2023-03-06",35040,"2023-03-30 09:00:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.9333333333333,0.46332134277051,0.189150146121482,36.0298567149308,37.8368099517358
"2718",2718,NA,NA,NA,NA,NA,NA,NA,35060,"167DB5CB",584,20,36.7,"2023-03-06",35074,"2023-03-30 09:34:15","167DC76A",584,20,36.9,"2023-03-04",35060,"2023-03-28 09:20:15","16804A25",584,20,37.6,"2023-03-04",35060,"2023-03-28 09:20:20","167F8B96",584,20,36.6,"2023-03-04",35060,"2023-03-28 09:20:26","167DAA18",584,20,36.2,"2023-03-05",35060,"2023-03-29 09:20:41","167DBF7D",584,20,37.2,"2023-03-06",35060,"2023-03-30 09:20:38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.8666666666667,0.488535225614967,0.199443670688688,35.9140229767175,37.8193103566159
"2719",2719,NA,NA,NA,NA,NA,NA,NA,35080,"167DB5CB",584,40,36.7,"2023-03-06",35081,"2023-03-30 09:41:33","167DC76A",584,40,36.7,"2023-03-04",35080,"2023-03-28 09:40:08","16804A25",584,40,37.7,"2023-03-04",35080,"2023-03-28 09:40:10","167F8B96",584,40,36.6,"2023-03-04",35083,"2023-03-28 09:43:53","167DAA18",584,40,36.3,"2023-03-05",35080,"2023-03-29 09:40:31","167DBF7D",584,40,37,"2023-03-06",35082,"2023-03-30 09:42:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36.8333333333333,0.480277697448745,0.19607254893137,35.8967918233083,37.7698748433584
